#                \hbar \omega(eV)     Re(chi) (e^2*a_0^2/eV) Im(chi) (e^2*a_0^2/eV)
     chi_1_1=  0.220000000000000E+01  0.969956417124043E+01  0.753123945485923E-01
     chi_2_1=  0.220000000000000E+01  0.396441411342476E+01  0.587373246188027E-01
     chi_3_1=  0.220000000000000E+01  0.676169042215720E+01  0.155088807003686E+00
     chi_1_2=  0.220000000000000E+01  0.278529575246488E+01  0.123697724806227E-01
     chi_2_2=  0.220000000000000E+01  0.108614998888738E+02  0.286718968005794E-01
     chi_3_2=  0.220000000000000E+01  0.160684974078921E+01  0.134238264258880E-01
     chi_1_3=  0.220000000000000E+01  0.496570627303025E+01  0.662472013474849E-01
     chi_2_3=  0.220000000000000E+01  0.278460122366746E+01  0.444486790801539E-01
     chi_3_3=  0.220000000000000E+01  0.270258583186726E+02  0.265343313499577E+00
     chi_1_1=  0.220100000000000E+01  0.970063792524961E+01  0.753943887356533E-01
     chi_2_1=  0.220100000000000E+01  0.396525141980796E+01  0.588038021371915E-01
     chi_3_1=  0.220100000000000E+01  0.676390088729306E+01  0.155270766377605E+00
     chi_1_2=  0.220100000000000E+01  0.278547244507999E+01  0.123773213699650E-01
     chi_2_2=  0.220100000000000E+01  0.108619094680031E+02  0.286886711551545E-01
     chi_3_2=  0.220100000000000E+01  0.160704147447280E+01  0.134324857800239E-01
     chi_1_3=  0.220100000000000E+01  0.496665184593872E+01  0.663038783264095E-01
     chi_2_3=  0.220100000000000E+01  0.278523563695750E+01  0.444872036394547E-01
     chi_3_3=  0.220100000000000E+01  0.270296458346851E+02  0.265566313100881E+00
     chi_1_1=  0.220200000000000E+01  0.970171284570991E+01  0.754764995772277E-01
     chi_2_1=  0.220200000000000E+01  0.396608967177298E+01  0.588703770325719E-01
     chi_3_1=  0.220200000000000E+01  0.676611394028975E+01  0.155452999440658E+00
     chi_1_2=  0.220200000000000E+01  0.278564924549636E+01  0.123848733675771E-01
     chi_2_2=  0.220200000000000E+01  0.108623192866919E+02  0.287054514942736E-01
     chi_3_2=  0.220200000000000E+01  0.160723333180534E+01  0.134411493050679E-01
     chi_1_3=  0.220200000000000E+01  0.496759822717768E+01  0.663606076475766E-01
     chi_2_3=  0.220200000000000E+01  0.278587059966956E+01  0.445257643508495E-01
     chi_3_3=  0.220200000000000E+01  0.270334365312678E+02  0.265789514081228E+00
     chi_1_1=  0.220300000000000E+01  0.970278893427472E+01  0.755587273184869E-01
     chi_2_1=  0.220300000000000E+01  0.396692887069993E+01  0.589370495100866E-01
     chi_3_1=  0.220300000000000E+01  0.676832958502602E+01  0.155635506771290E+00
     chi_1_2=  0.220300000000000E+01  0.278582615375835E+01  0.123924284761303E-01
     chi_2_2=  0.220300000000000E+01  0.108627293450256E+02  0.287222378229569E-01
     chi_3_2=  0.220300000000000E+01  0.160742531284637E+01  0.134498170047069E-01
     chi_1_3=  0.220300000000000E+01  0.496854541749255E+01  0.664173893844758E-01
     chi_2_3=  0.220300000000000E+01  0.278650611231847E+01  0.445643612652195E-01
     chi_3_3=  0.220300000000000E+01  0.270372304112887E+02  0.266012916722523E+00
     chi_1_1=  0.220400000000000E+01  0.970386619260076E+01  0.756410722052391E-01
     chi_2_1=  0.220400000000000E+01  0.396776901797175E+01  0.590038197754125E-01
     chi_3_1=  0.220400000000000E+01  0.677054782538874E+01  0.155818288949451E+00
     chi_1_2=  0.220400000000000E+01  0.278600316991038E+01  0.123999866982985E-01
     chi_2_2=  0.220400000000000E+01  0.108631396430897E+02  0.287390301462293E-01
     chi_3_2=  0.220400000000000E+01  0.160761741765546E+01  0.134584888826313E-01
     chi_1_3=  0.220400000000000E+01  0.496949341762975E+01  0.664742236107191E-01
     chi_2_3=  0.220400000000000E+01  0.278714217541978E+01  0.446029944335307E-01
     chi_3_3=  0.220400000000000E+01  0.270410274776195E+02  0.266236521307144E+00
     chi_1_1=  0.220500000000000E+01  0.970494462234834E+01  0.757235344839320E-01
     chi_2_1=  0.220500000000000E+01  0.396861011497434E+01  0.590706880347618E-01
     chi_3_1=  0.220500000000000E+01  0.677276866527298E+01  0.156001346556604E+00
     chi_1_2=  0.220500000000000E+01  0.278618029399687E+01  0.124075480367577E-01
     chi_2_2=  0.220500000000000E+01  0.108635501809698E+02  0.287558284691195E-01
     chi_3_2=  0.220500000000000E+01  0.160780964629226E+01  0.134671649425346E-01
     chi_1_3=  0.220500000000000E+01  0.497044222833680E+01  0.665311104000406E-01
     chi_2_3=  0.220500000000000E+01  0.278777878948978E+01  0.446416639068337E-01
     chi_3_3=  0.220500000000000E+01  0.270448277331363E+02  0.266460328117931E+00
     chi_1_1=  0.220600000000000E+01  0.970602422518119E+01  0.758061144016559E-01
     chi_2_1=  0.220600000000000E+01  0.396945216309649E+01  0.591376544948845E-01
     chi_3_1=  0.220600000000000E+01  0.677499210858205E+01  0.156184680175729E+00
     chi_1_2=  0.220600000000000E+01  0.278635752606234E+01  0.124151124941864E-01
     chi_2_2=  0.220600000000000E+01  0.108639609587515E+02  0.287726327966607E-01
     chi_3_2=  0.220600000000000E+01  0.160800199881645E+01  0.134758451881140E-01
     chi_1_3=  0.220600000000000E+01  0.497139185036227E+01  0.665880498262987E-01
     chi_2_3=  0.220600000000000E+01  0.278841595504549E+01  0.446803697362653E-01
     chi_3_3=  0.220600000000000E+01  0.270486311807189E+02  0.266684337438206E+00
     chi_1_1=  0.220700000000000E+01  0.970710500276657E+01  0.758888122061438E-01
     chi_2_1=  0.220700000000000E+01  0.397029516372990E+01  0.592047193630693E-01
